rank,phd_school,phd_country,n,n_dest,score,D,T,R,I,is_prestigious,retention_rate,uplift,intl_rate,self_ret,pct_tenure_track,pct_permanent_research,pct_industry_senior,pct_government,pct_industry_entry,pct_postdoc,pct_further_education,pct_unknown
11,university of california berkeley,us,111,97,83.66,0.4805427110346558,0.7529267882785834,1.0,0.5891891891891892,True,0.3153153153153153,-0.2531545377854526,0.26126126126126126,0.0,50.5,3.6,0.0,0.0,2.7,19.8,4.5,18.9
12,stanford university,us,102,82,83.28,0.5245808991136747,0.6953558136433968,1.0,0.6,True,0.3333333333333333,-0.2680177439752287,0.3333333333333333,0.0,35.3,2.9,2.9,0.0,3.9,36.3,4.9,13.7
13,"university of maryland, college park",us,29,28,83.0,0.4348974504939219,0.7486410053978452,1.0,0.710344827586207,True,0.5172413793103449,-0.05484000555523849,0.27586206896551724,0.0,51.7,0.0,6.9,0.0,0.0,20.7,3.4,17.2
14,university of south carolina,us,21,21,82.17,0.40714934968042726,0.7483758357193759,1.0,0.7714285714285715,True,0.6190476190476191,0.024466157032219604,0.23809523809523808,0.0,52.4,0.0,0.0,4.8,4.8,33.3,0.0,4.8
15,university of wisconsin–madison,us,28,26,81.61,0.46878149239133265,0.6954876930103003,1.0,0.7214285714285714,True,0.5357142857142857,-0.060935312964952915,0.25,0.0,39.3,0.0,0.0,0.0,0.0,42.9,7.1,10.7
16,new york university,us,58,54,81.22,0.4637394609467964,0.729915503390954,1.0,0.6482758620689655,True,0.41379310344827586,-0.19990079927007487,0.27586206896551724,0.0,44.8,5.2,0.0,0.0,0.0,29.3,3.4,17.2
17,"university of california, berkeley",us,47,42,81.21,0.44977267488813005,0.7318419293208122,1.0,0.6808510638297873,True,0.46808510638297873,-0.05320515772967094,0.2553191489361702,0.0,44.7,2.1,4.3,0.0,0.0,42.6,2.1,4.3
18,weizmann institute of science,il,23,17,79.89,0.42142686156268316,0.7077537038254516,1.0,0.791304347826087,True,0.6521739130434783,-0.0021967715550638145,0.5217391304347826,0.0,34.8,13.0,0.0,0.0,0.0,26.1,8.7,17.4
19,cornell university,us,82,71,78.94,0.47114113664409896,0.7179746006322983,1.0,0.6195121951219512,True,0.36585365853658536,-0.18964372389451578,0.3048780487804878,0.0,41.5,6.1,2.4,0.0,0.0,30.5,8.5,11.0
20,california institute of technology,us,65,56,78.91,0.4784215861660828,0.6927459913469931,1.0,0.6584615384615384,True,0.4307692307692308,-0.2184749312179337,0.18461538461538463,0.0,33.8,9.2,0.0,1.5,1.5,36.9,10.8,6.2
21,university of california san diego,us,30,29,78.89,0.45780047552755304,0.7326681852898883,1.0,0.62,True,0.36666666666666664,-0.08733367966729477,0.3,0.0,46.7,0.0,3.3,3.3,0.0,20.0,3.3,23.3
22,northwestern university,us,61,55,77.6,0.4803830189379693,0.712140855117215,1.0,0.5868852459016394,True,0.3114754098360656,-0.2463359247531357,0.29508196721311475,0.0,44.3,0.0,1.6,0.0,3.3,32.8,9.8,8.2
23,tulane university,us,22,22,76.87,0.3872218451234675,0.7650811729641528,1.0,0.7,True,0.5,-0.1312396295271629,0.22727272727272727,0.0,59.1,4.5,0.0,0.0,0.0,22.7,0.0,13.6
24,university of wisconsin madison,us,50,46,76.79,0.42248228076673683,0.7447629894927774,1.0,0.652,True,0.42,-0.1411873142870569,0.24,0.0,48.0,4.0,4.0,0.0,2.0,24.0,6.0,12.0
25,yale university,us,44,42,76.68,0.4636099136919786,0.7348970197577253,1.0,0.5636363636363636,True,0.2727272727272727,-0.27725534826702203,0.3409090909090909,0.0,45.5,6.8,2.3,0.0,0.0,20.5,6.8,18.2
26,pennsylvania state university,us,47,46,76.62,0.4421905290636895,0.7251255114103644,1.0,0.6425531914893616,True,0.40425531914893614,-0.12334071224709042,0.2553191489361702,0.0,44.7,0.0,2.1,0.0,0.0,42.6,0.0,10.6
27,university of illinois urbana-champaign,us,27,26,76.24,0.41411405321488903,0.7251789205211578,1.0,0.711111111111111,True,0.5185185185185185,-0.030730079443992697,0.37037037037037035,0.0,48.1,0.0,0.0,0.0,0.0,44.4,3.7,3.7
28,tel aviv university,il,31,28,75.87,0.45111195232512813,0.664380573813616,1.0,0.7483870967741936,True,0.5806451612903226,-0.063752860059334,0.5806451612903226,0.0,22.6,3.2,3.2,0.0,3.2,45.2,3.2,19.4
29,columbia university,us,80,66,75.58,0.48215605332716116,0.7183340926449441,1.0,0.535,True,0.225,-0.33714225202566794,0.25,0.0,37.5,6.2,3.8,0.0,2.5,30.0,2.5,17.5
30,johns hopkins university,us,29,28,75.56,0.44221044988914493,0.7241512094794778,1.0,0.6275862068965518,True,0.3793103448275862,-0.17071124638818325,0.3103448275862069,0.0,44.8,0.0,6.9,0.0,0.0,31.0,6.9,10.3
31,massachusetts institute of technology,us,160,124,75.26,0.519956819151472,0.7099078292471912,1.0,0.44875000000000004,True,0.08125,-0.41014036279117816,0.28125,0.0,40.6,4.4,1.2,0.0,0.6,23.8,6.9,22.5
32,wayne state university,us,15,14,75.17,0.3517614271608555,0.7509545504141262,1.0,0.8,True,0.6666666666666666,0.06651199526107665,0.13333333333333333,0.0,53.3,6.7,0.0,0.0,6.7,33.3,0.0,0.0
33,hebrew university of jerusalem,il,18,17,75.12,0.41684455582698254,0.7048265595919583,1.0,0.7333333333333334,True,0.5555555555555556,-0.06510276105868296,0.7222222222222222,0.0,38.9,0.0,0.0,0.0,0.0,16.7,0.0,44.4
34,eth zurich,ch,23,22,74.63,0.450804002109854,0.6600792852208004,1.0,0.7391304347826086,True,0.5652173913043478,-0.05618616923633235,0.8695652173913043,0.0,17.4,8.7,4.3,0.0,0.0,43.5,8.7,17.4
35,indiana university bloomington,us,29,27,74.23,0.40962239748308216,0.681294066622335,1.0,0.7931034482758621,True,0.6551724137931034,0.026213700910318216,0.4827586206896552,0.0,34.5,0.0,0.0,0.0,0.0,44.8,6.9,13.8
36,university of california los angeles,us,46,44,73.69,0.46076384648417895,0.7149001403711275,1.0,0.5695652173913044,True,0.2826086956521739,-0.24865561644919354,0.21739130434782608,0.0,37.0,6.5,0.0,2.2,4.3,30.4,2.2,17.4
